"stand.id" "region" "number.trees"
"135" 6342 "a" 46
"136" 9161 "i" 49
"137" 5900 "b" 46
"138" 5533 "d" 52
"139" 5188 "e" 50
"140" 9715 "d" 52
"141" 5006 "g" 52
"142" 6732 "h" 53
"143" 5930 "d" 52
"144" 2355 "j" 52
"145" 2545 "c" 47
"146" 7188 "i" 48
"147" 4460 "d" 50
"148" 1726 "d" 51
"149" 7357 "f" 52
"150" 1035 "g" 53
"151" 8516 "i" 47
"152" 6054 "j" 50
"153" 5487 "g" 53
"154" 3238 "a" 46
"155" 4462 "h" 53
"156" 4927 "f" 52
"157" 1781 "g" 51
"158" 5214 "a" 45
"159" 741 "c" 49
"160" 2734 "h" 52
"161" 2093 "d" 51
"162" 2803 "e" 49
"163" 8806 "b" 46
"164" 4390 "g" 53
"165" 7672 "h" 52
"166" 8661 "j" 53
"167" 4063 "c" 47
"168" 628 "f" 52
"169" 3299 "i" 47
"170" 7115 "b" 44
"171" 3319 "g" 50
"172" 6197 "i" 47
"173" 8262 "j" 50
"174" 8414 "b" 46
"175" 3846 "h" 53
"176" 3739 "b" 47
"177" 8797 "e" 50
"178" 6330 "c" 47
"179" 7279 "d" 51
"180" 5945 "b" 43
"181" 8869 "f" 51
"182" 2885 "h" 51
"183" 1878 "i" 47
"184" 8703 "d" 51
"185" 4941 "f" 53
"186" 8609 "d" 49
"187" 1857 "e" 51
"188" 7440 "h" 52
"189" 7109 "a" 44
"190" 9259 "a" 44
"191" 5373 "d" 51
"192" 6982 "g" 52
"193" 3815 "f" 51
"194" 9944 "f" 50
"195" 9094 "h" 54
"196" 2778 "h" 52
"197" 5790 "a" 45
"198" 1082 "i" 47
"199" 8239 "i" 47
"200" 3117 "j" 51
"201" 9836 "i" 48
"202" 2622 "i" 48
"203" 2143 "i" 47
"204" 5064 "j" 49
"205" 2635 "h" 53
"206" 1775 "g" 50
"207" 5079 "d" 49
"208" 5512 "c" 48
"209" 1265 "a" 45
"210" 2511 "d" 50
"211" 7029 "i" 47
"212" 9412 "f" 50
"213" 981 "i" 49
"214" 7470 "h" 53
"215" 9277 "j" 50
"216" 8011 "e" 50
"217" 3017 "e" 50
"218" 6355 "h" 53
"219" 9326 "h" 54
"220" 9329 "c" 49
"221" 3325 "a" 44
"222" 2567 "b" 45
"223" 1618 "f" 51
"224" 3150 "d" 49
"225" 4987 "a" 44
"226" 9032 "g" 53
"227" 4995 "j" 50
"228" 2988 "e" 49
"229" 455 "i" 46
"230" 4083 "h" 53
"231" 8344 "d" 51
"232" 3393 "g" 51
"233" 1284 "h" 54
"234" 3658 "d" 51
"235" 6167 "b" 46
"236" 3810 "c" 47
"237" 6734 "f" 50
"238" 6731 "f" 52
"239" 5417 "i" 47
"240" 4194 "d" 50
"241" 4419 "e" 50
"242" 2991 "a" 44
"243" 5644 "e" 50
"244" 8883 "h" 53
"245" 1392 "e" 48
"246" 4049 "e" 49
"247" 9989 "h" 53
"248" 4182 "c" 47
"249" 1294 "b" 46
"250" 4487 "f" 51
"251" 9194 "b" 45
"252" 7429 "d" 50
"253" 9095 "a" 45
"254" 4588 "i" 46
"255" 5883 "g" 50
"256" 4727 "d" 50
"257" 1061 "c" 48
"258" 2414 "g" 50
"259" 4857 "e" 51
"260" 3633 "g" 50
"261" 9104 "a" 44
"262" 5104 "e" 48
"263" 3089 "h" 52
"264" 2707 "j" 51
"265" 7668 "a" 44
"266" 6839 "b" 45
"267" 1607 "g" 52
"268" 9833 "i" 47
"269" 7345 "j" 51
"270" 6038 "e" 50
"271" 1650 "a" 46
"272" 606 "g" 53
"273" 9744 "b" 44
"274" 3713 "a" 44
"275" 1647 "g" 52
"276" 2905 "a" 44
"277" 1870 "b" 46
"278" 2501 "j" 51
"279" 1762 "j" 50
"280" 4640 "g" 53
"281" 7492 "b" 46
"282" 271 "g" 53
"283" 5125 "i" 48
"284" 8555 "h" 52
"285" 3625 "d" 49
"286" 466 "g" 53
"287" 1347 "h" 52
"288" 3123 "a" 45
"289" 1504 "g" 52
"290" 1285 "d" 50
"291" 2149 "h" 52
"292" 2198 "g" 50
"293" 1276 "a" 46
"294" 9529 "j" 48
"295" 3174 "b" 44
"296" 9967 "a" 44
"297" 6613 "c" 47
"298" 963 "a" 46
"299" 1154 "i" 47
"300" 490 "b" 48
"301" 9014 "d" 49
"302" 6535 "a" 44
"303" 920 "j" 50
"304" 4777 "i" 47
"305" 4476 "e" 51
"306" 3638 "c" 48
"307" 9608 "c" 49
"308" 1710 "a" 44
"309" 7884 "j" 51
"310" 664 "f" 53
"311" 3881 "e" 50
"312" 1368 "g" 53
"313" 1873 "f" 53
"314" 8151 "e" 49
"315" 6974 "f" 51
"316" 2588 "i" 47
"317" 4794 "a" 45
"318" 805 "h" 52
"319" 3427 "d" 50
"320" 9383 "c" 48
"321" 6048 "e" 50
"322" 6433 "f" 52
"323" 3025 "c" 49
"324" 3926 "b" 45
"325" 9639 "g" 52
"326" 8273 "j" 50
"327" 9225 "a" 46
"328" 9954 "c" 49
"329" 7566 "b" 44
"330" 2591 "i" 46
"331" 7371 "h" 54
"332" 9537 "e" 51
"333" 2839 "a" 46
"334" 3861 "c" 47
"335" 7851 "b" 46
"336" 746 "e" 49
"337" 3515 "d" 51
"338" 4277 "h" 53
"339" 1515 "f" 52
"340" 5625 "e" 50
"341" 9372 "c" 47
"342" 9558 "f" 50
"343" 1705 "a" 45
"344" 5236 "e" 50
"345" 3711 "e" 49
"346" 6529 "h" 53
"347" 2600 "i" 48
"348" 4530 "j" 51
"349" 1659 "a" 45
"350" 3564 "h" 54
"351" 7001 "h" 51
"352" 4691 "e" 50
"353" 616 "i" 48
"354" 7569 "c" 49
"355" 4036 "f" 50
"356" 9462 "j" 51
"357" 2729 "e" 50
"358" 8177 "h" 52
"359" 793 "j" 50
"360" 8547 "g" 51
"361" 4550 "f" 53
"362" 1052 "c" 47
"363" 3213 "a" 44
"364" 8071 "j" 51
"365" 2668 "h" 53
"366" 5657 "g" 54
"367" 8062 "i" 48
"368" 686 "c" 48
"369" 6770 "i" 48
"370" 9763 "b" 44
"371" 4468 "g" 52
"372" 4208 "i" 47
"373" 5413 "g" 51
"374" 8939 "h" 53
"375" 2219 "g" 53
"376" 2135 "j" 51
"377" 4045 "h" 53
"378" 3210 "i" 48
"379" 8322 "j" 50
"380" 9658 "d" 50
"381" 4746 "e" 50
"382" 4134 "h" 51
"383" 5428 "e" 49
"384" 6311 "b" 46
"385" 9410 "g" 51
"386" 2233 "f" 51
"387" 2316 "i" 45
"388" 7660 "d" 49
"389" 7995 "a" 44
"390" 1091 "e" 50
"391" 9258 "c" 48
"392" 1416 "g" 52
"393" 1380 "a" 46
"394" 8889 "i" 48
"395" 4871 "g" 52
"396" 1488 "g" 51
"397" 3346 "d" 50
"398" 6337 "d" 51
"399" 2994 "c" 49
"400" 3376 "c" 48
"401" 1420 "e" 50
"402" 9880 "g" 52
"403" 1777 "i" 49
"404" 9160 "j" 51
"405" 8616 "j" 50
"406" 9055 "j" 49
"407" 6944 "d" 49
"408" 3553 "f" 49
"409" 9720 "b" 43
"410" 107 "c" 48
"411" 9018 "b" 44
"412" 9920 "i" 48
"413" 9682 "i" 48
"414" 7168 "c" 49
"415" 7601 "b" 45
"416" 6766 "h" 52
"417" 4561 "g" 52
"418" 4741 "g" 51
"419" 2952 "i" 48
"420" 6659 "c" 47
"421" 7883 "h" 51
"422" 4165 "b" 45
"423" 4931 "e" 49
"424" 6350 "i" 47
"425" 1371 "f" 52
"426" 9832 "e" 50
"427" 3885 "j" 51
"428" 817 "j" 51
"429" 8927 "g" 51
"430" 8025 "f" 51
"431" 8417 "a" 46
"432" 8954 "e" 49
"433" 694 "j" 49
"434" 3624 "b" 47
"435" 5146 "d" 52
"436" 1005 "i" 48
"437" 9736 "c" 49
"438" 7074 "f" 51
"439" 499 "b" 46
"440" 4611 "c" 45
"441" 8801 "h" 53
"442" 397 "g" 53
"443" 2810 "j" 49
"444" 4787 "b" 45
"445" 5827 "g" 52
"446" 2525 "d" 51
"447" 4043 "h" 54
"448" 3502 "d" 48
"449" 9003 "a" 46
"450" 1182 "c" 48
"451" 669 "e" 50
"452" 9209 "c" 48
"453" 4226 "f" 50
"454" 3535 "i" 47
"455" 1348 "j" 50
"456" 518 "f" 50
"457" 6279 "d" 51
"458" 5518 "a" 45
"459" 9419 "f" 53
"460" 5761 "c" 49
"461" 620 "h" 54
"462" 1547 "g" 51
"463" 4535 "f" 54
"464" 19 "g" 51
"465" 4210 "i" 48
"466" 2488 "a" 46
"467" 8947 "g" 52
"468" 6825 "f" 51
"469" 1555 "i" 48
"470" 4539 "c" 46
"471" 6579 "b" 46
"472" 4392 "d" 51
"473" 9101 "g" 50
"474" 6789 "b" 45
"475" 3784 "i" 48
"476" 1122 "h" 53
"477" 2287 "i" 45
"478" 8225 "c" 48
"479" 4152 "f" 50
"480" 9583 "d" 51
"481" 6588 "i" 48
"482" 7238 "f" 51
"483" 1480 "i" 48
"484" 8085 "j" 50
"485" 9010 "f" 51
"486" 5599 "a" 44
"487" 4779 "e" 50
"488" 1806 "a" 45
"489" 18 "j" 49
"490" 8347 "h" 51
"491" 9708 "i" 49
"492" 217 "i" 48
"493" 8930 "f" 50
"494" 2786 "i" 46
"495" 1563 "g" 52
"496" 9981 "c" 48
"497" 4368 "b" 47
"498" 4125 "c" 48
"499" 4913 "f" 52
"500" 8041 "c" 48
"501" 525 "e" 50
"502" 5265 "a" 45
"503" 6538 "g" 53
"504" 6250 "g" 53
"505" 6300 "j" 50
"506" 4484 "f" 51
"507" 9205 "h" 54
"508" 3819 "c" 48
"509" 8064 "a" 45
"510" 7182 "j" 50
"511" 5055 "h" 53
"512" 8295 "d" 50
"513" 4432 "j" 49
"514" 78 "b" 46
"515" 6904 "g" 53
"516" 6797 "b" 43
"517" 1778 "j" 50
"518" 6127 "b" 46
"519" 5140 "c" 48
"520" 3180 "g" 50
"521" 9680 "d" 51
"522" 7860 "b" 44
"523" 6720 "f" 50
"524" 3304 "j" 50
"525" 1217 "i" 47
"526" 3678 "g" 52
"527" 8794 "f" 51
"528" 7620 "i" 48
"529" 7187 "b" 45
"530" 9067 "i" 48
"531" 9413 "a" 45
"532" 5743 "b" 43
"533" 279 "f" 51
"534" 3186 "d" 52
"535" 2629 "j" 51
"536" 1110 "d" 50
"537" 410 "j" 51
"538" 3505 "e" 48
"539" 3188 "i" 46
"540" 1643 "h" 52
"541" 5882 "i" 49
"542" 3764 "i" 48
"543" 9039 "g" 52
"544" 6179 "h" 54
"545" 3109 "d" 52
"546" 1865 "f" 52
"547" 9611 "f" 50
"548" 9415 "e" 50
"549" 3585 "d" 51
"550" 5312 "b" 44
"551" 6925 "i" 44
"552" 8229 "e" 51
"553" 5406 "e" 49
"554" 105 "g" 54
"555" 8562 "f" 50
"556" 9822 "j" 51
"557" 3613 "f" 50
"558" 889 "g" 51
"559" 469 "h" 53
"560" 7753 "j" 51
"561" 7829 "e" 50
"562" 6181 "g" 53
"563" 1254 "a" 46
"564" 3226 "g" 50
"565" 6902 "e" 51
"566" 8561 "b" 46
"567" 6568 "g" 50
"568" 2279 "g" 52
"569" 6076 "h" 52
"570" 2648 "g" 52
"571" 9031 "a" 44
"572" 1494 "f" 51
"573" 3945 "h" 52
"574" 2376 "a" 43
"575" 890 "j" 48
"576" 7802 "g" 50
"577" 4951 "g" 51
"578" 6293 "b" 45
"579" 3847 "i" 48
"580" 7939 "c" 49
"581" 6946 "f" 51
"582" 3280 "d" 51
"583" 8938 "f" 51
"584" 6090 "i" 46
"585" 333 "c" 48
"586" 5616 "j" 49
"587" 3910 "c" 48
"588" 724 "h" 52
"589" 9984 "a" 45
"590" 9057 "d" 51
"591" 6670 "i" 48
"592" 5208 "f" 50
"593" 2286 "c" 50
"594" 7320 "i" 48
"595" 6133 "e" 47
"596" 7809 "e" 49
"597" 6099 "g" 53
"598" 4512 "d" 50
"599" 4655 "h" 52
"600" 3572 "b" 47
"601" 4235 "b" 46
"602" 7654 "h" 52
"603" 8729 "j" 51
"604" 1386 "h" 53
"605" 7046 "b" 46
"606" 9167 "f" 51
"607" 9158 "b" 45
"608" 3294 "f" 52
"609" 3700 "a" 45
"610" 8931 "e" 49
"611" 1002 "h" 53
"612" 8777 "f" 52
"613" 3250 "c" 46
"614" 5004 "i" 48
"615" 5058 "e" 51
"616" 6708 "b" 44
"617" 3808 "c" 49
"618" 1434 "e" 50
"619" 3193 "g" 52
"620" 5879 "c" 48
"621" 539 "j" 50
"622" 7988 "g" 51
"623" 1995 "d" 48
"624" 7204 "i" 46
"625" 9893 "g" 54
"626" 3046 "j" 49
"627" 5822 "c" 49
"628" 2400 "a" 45
"629" 5951 "c" 47
"630" 4552 "e" 50
"631" 8791 "h" 53
"632" 8034 "b" 45
"633" 3475 "j" 51
"634" 2944 "i" 48
"635" 7761 "e" 49
"636" 4232 "g" 52
"637" 2958 "g" 52
"638" 916 "c" 47
"639" 608 "f" 51
"640" 6455 "j" 50
"641" 6253 "j" 50
"642" 8466 "b" 45
"643" 2824 "d" 51
"644" 9398 "i" 47
"645" 1890 "g" 51
"646" 7413 "c" 48
"647" 2102 "i" 48
"648" 288 "j" 50
"649" 9634 "d" 52
"650" 6407 "i" 47
"651" 8809 "f" 51
"652" 6319 "b" 45
"653" 7882 "f" 53
"654" 3383 "e" 49
"655" 3668 "g" 52
"656" 5306 "h" 52
"657" 9426 "f" 53
"658" 1811 "g" 51
"659" 5494 "c" 48
"660" 7020 "i" 48
"661" 8101 "g" 50
"662" 3473 "c" 47
"663" 7460 "h" 52
"664" 545 "g" 53
"665" 5821 "f" 51
"666" 3330 "f" 52
"667" 5488 "h" 53
"668" 8529 "d" 49
"669" 1862 "e" 50
"670" 3444 "j" 50
"671" 6265 "a" 47
"672" 7167 "c" 50
"673" 4872 "i" 48
"674" 7724 "f" 50
"675" 4916 "f" 50
"676" 4679 "e" 51
"677" 3916 "f" 50
"678" 3378 "g" 52
"679" 1151 "a" 44
"680" 2780 "a" 46
"681" 2579 "b" 46
"682" 7376 "h" 50
"683" 7252 "f" 49
"684" 1340 "d" 51
"685" 4803 "b" 45
"686" 5564 "f" 51
"687" 4712 "c" 47
"688" 3596 "h" 52
"689" 3968 "c" 49
"690" 110 "d" 49
"691" 8559 "a" 45
"692" 740 "c" 49
"693" 4723 "g" 51
"694" 7634 "i" 47
"695" 5569 "h" 53
"696" 3947 "b" 44
"697" 5204 "h" 53
"698" 7341 "h" 52
"699" 1561 "e" 52
"700" 9027 "d" 50
"701" 4404 "b" 46
"702" 8646 "i" 47
"703" 8377 "d" 50
"704" 6981 "d" 51
"705" 6290 "b" 45
"706" 6024 "f" 52
"707" 681 "f" 54
"708" 3937 "c" 49
"709" 4933 "e" 49
"710" 8759 "a" 45
"711" 6617 "g" 51
"712" 6730 "i" 47
"713" 4367 "e" 50
"714" 1118 "i" 49
"715" 7272 "f" 52
"716" 4069 "g" 51
"717" 4006 "c" 47
"718" 256 "j" 49
"719" 1361 "a" 42
"720" 3923 "d" 51
"721" 7120 "d" 50
"722" 45 "f" 52
"723" 5601 "g" 52
"724" 8402 "a" 44
"725" 6555 "d" 51
"726" 2436 "b" 46
"727" 7893 "f" 52
"728" 3094 "a" 45
"729" 5362 "h" 54
"730" 4013 "f" 52
"731" 479 "h" 52
"732" 6765 "j" 50
"733" 5081 "a" 46
"734" 6962 "e" 49
"735" 471 "g" 51
"736" 6625 "e" 51
"737" 2758 "g" 52
"738" 2626 "e" 50
"739" 9985 "c" 48
"740" 801 "c" 47
"741" 396 "c" 48
"742" 3229 "g" 52
"743" 5021 "d" 50
"744" 5642 "j" 50
"745" 2512 "i" 48
"746" 1900 "g" 50
"747" 3532 "a" 44
"748" 4373 "j" 50
"749" 7731 "d" 51
"750" 1124 "a" 44
"751" 6252 "h" 52
"752" 4594 "f" 52
"753" 9770 "h" 53
"754" 5098 "f" 50
"755" 1189 "d" 49
"756" 4087 "j" 50
"757" 9484 "g" 52
"758" 4020 "i" 46
"759" 2081 "g" 52
"760" 8882 "g" 51
"761" 4144 "j" 50
"762" 7181 "c" 47
"763" 1462 "d" 49
"764" 8007 "i" 48
"765" 1904 "h" 53
"766" 1644 "f" 52
"767" 1523 "h" 53
"768" 5220 "c" 47
"769" 6714 "e" 50
"770" 8086 "b" 43
"771" 6539 "b" 46
"772" 4407 "i" 47
"773" 7570 "j" 51
"774" 154 "c" 48
"775" 9191 "d" 49
"776" 5857 "a" 44
"777" 3953 "d" 50
"778" 262 "d" 50
"779" 6948 "d" 49
"780" 1924 "f" 51
"781" 9215 "g" 51
"782" 8364 "f" 49
"783" 9434 "e" 50
"784" 6738 "a" 46
"785" 4355 "j" 51
"786" 7949 "a" 44
"787" 1525 "d" 50
"788" 5717 "c" 47
"789" 2693 "g" 52
"790" 4202 "g" 52
"791" 421 "h" 52
"792" 1637 "e" 50
"793" 534 "a" 44
"794" 8696 "e" 48
"795" 3156 "f" 52
"796" 4768 "e" 51
"797" 5755 "a" 47
"798" 2184 "f" 50
"799" 9952 "a" 45
"800" 7421 "f" 50
"801" 3205 "h" 52
"802" 7900 "g" 52
"803" 317 "h" 53
"804" 9391 "i" 49
"805" 6853 "g" 51
"806" 2513 "a" 45
"807" 6226 "i" 48
"808" 3199 "c" 48
"809" 8706 "d" 51
"810" 3113 "e" 50
"811" 292 "e" 50
"812" 9388 "i" 48
"813" 3557 "a" 44
"814" 9542 "e" 49
"815" 8819 "i" 48
"816" 3525 "b" 46
"817" 5018 "a" 44
"818" 8498 "f" 48
"819" 8419 "h" 53
"820" 2229 "h" 53
"821" 6583 "i" 46
"822" 3203 "j" 50
"823" 5088 "g" 54
"824" 6819 "f" 51
"825" 7522 "c" 48
"826" 7980 "j" 49
"827" 330 "j" 51
"828" 2019 "d" 50
"829" 3366 "f" 51
"830" 2804 "f" 51
"831" 6675 "i" 48
"832" 6416 "d" 51
"833" 9248 "c" 49
"834" 7752 "b" 43
"835" 7137 "i" 49
"836" 3674 "j" 47
"837" 5286 "e" 50
"838" 700 "a" 46
"839" 7999 "d" 50
"840" 8761 "g" 53
"841" 4631 "i" 47
"842" 8467 "h" 50
"843" 1232 "h" 52
"844" 2187 "c" 47
"845" 9751 "e" 50
"846" 4341 "e" 49
"847" 3982 "a" 46
"848" 360 "g" 51
"849" 5897 "a" 45
"850" 6549 "c" 47
"851" 3218 "i" 47
"852" 9835 "b" 47
"853" 6798 "g" 53
"854" 465 "i" 47
"855" 10000 "h" 54
"856" 1992 "c" 48
"857" 331 "f" 53
"858" 2384 "d" 50
"859" 6587 "b" 46
"860" 2267 "c" 47
"861" 2148 "g" 52
"862" 193 "c" 47
"863" 2419 "a" 45
"864" 6321 "h" 55
"865" 9198 "g" 49
"866" 574 "e" 49
"867" 9741 "a" 45
"868" 9696 "i" 48
"869" 5763 "b" 46
"870" 6606 "c" 48
"871" 701 "i" 48
"872" 3848 "a" 44
"873" 9607 "i" 48
"874" 7428 "b" 44
"875" 2043 "i" 50
"876" 4469 "j" 51
"877" 104 "i" 46
"878" 2360 "d" 50
"879" 4147 "e" 52
"880" 6759 "j" 49
"881" 9035 "d" 51
"882" 3030 "d" 50
"883" 8615 "b" 46
"884" 8770 "j" 49
"885" 8198 "d" 50
"886" 4492 "b" 45
"887" 7154 "i" 49
"888" 7319 "i" 47
"889" 6176 "d" 47
"890" 5297 "c" 48
"891" 3013 "j" 49
"892" 12 "d" 51
"893" 600 "a" 45
"894" 783 "g" 51
"895" 120 "d" 50
"896" 3057 "a" 46
"897" 1086 "g" 53
"898" 5404 "h" 54
"899" 340 "i" 47
"900" 88 "f" 50
"901" 1471 "h" 53
"902" 9228 "f" 51
"903" 6977 "f" 50
"904" 2482 "h" 53
"905" 1712 "h" 53
"906" 2054 "d" 50
"907" 564 "h" 54
"908" 9337 "j" 50
"909" 1505 "j" 49
"910" 9691 "i" 46
"911" 390 "b" 43
"912" 4749 "a" 43
"913" 7173 "i" 48
"914" 6314 "e" 49
"915" 605 "g" 53
"916" 164 "c" 47
"917" 4017 "j" 50
"918" 1432 "g" 52
"919" 9655 "c" 48
"920" 6393 "d" 51
"921" 8038 "e" 49
"922" 2954 "i" 47
"923" 8814 "f" 52
"924" 8940 "f" 51
"925" 356 "j" 52
"926" 8110 "j" 51
"927" 7463 "b" 44
"928" 6572 "f" 51
"929" 9879 "g" 53
"930" 4554 "g" 51
"931" 3886 "g" 51
"932" 9863 "g" 51
"933" 8398 "c" 47
"934" 2178 "i" 48
"935" 2465 "d" 51
"936" 6663 "g" 53
"937" 6813 "d" 53
"938" 8434 "d" 51
"939" 9761 "f" 51
"940" 7799 "g" 51
"941" 2828 "h" 53
"942" 1885 "d" 50
"943" 8341 "b" 46
"944" 478 "j" 50
"945" 3724 "c" 48
"946" 4133 "c" 50
"947" 3766 "f" 51
"948" 6069 "e" 49
"949" 6852 "g" 52
"950" 8252 "g" 52
"951" 9201 "e" 50
"952" 848 "c" 49
"953" 1610 "a" 43
"954" 5811 "f" 52
"955" 7909 "d" 50
"956" 5358 "b" 46
"957" 2374 "g" 52
"958" 7992 "b" 45
"959" 1698 "e" 50
"960" 4420 "f" 51
"961" 89 "e" 51
"962" 3258 "f" 51
"963" 3997 "d" 51
"964" 1137 "h" 53
"965" 9257 "a" 44
"966" 2733 "d" 51
"967" 2165 "e" 50
"968" 3240 "g" 50
"969" 8065 "j" 50
"970" 9534 "c" 47
"971" 6614 "c" 47
"972" 8964 "c" 46
"973" 4874 "h" 53
"974" 9324 "j" 49
"975" 8708 "f" 52
"976" 1339 "c" 49
"977" 601 "i" 47
"978" 219 "c" 47
"979" 5526 "j" 52
"980" 6285 "j" 49
"981" 7227 "h" 54
"982" 1243 "d" 51
"983" 1441 "a" 46
"984" 8917 "e" 48
"985" 3595 "j" 49
"986" 1695 "c" 49
"987" 4307 "f" 50
"988" 4906 "e" 50
"989" 9364 "f" 50
"990" 9011 "e" 49
"991" 4756 "j" 50
"992" 1205 "d" 51
"993" 3951 "h" 51
"994" 5592 "a" 45
"995" 1828 "j" 51
"996" 1209 "i" 48
"997" 6995 "a" 46
"998" 5726 "f" 51
"999" 2540 "f" 52
"1000" 1722 "a" 44
"1001" 2390 "e" 50
"1002" 9697 "b" 47
"1003" 6163 "d" 50
"1004" 3449 "b" 45
"1005" 8592 "g" 49
"1006" 1065 "j" 50
"1007" 352 "j" 51
"1008" 4538 "f" 51
"1009" 5202 "h" 51
"1010" 7547 "b" 47
"1011" 5884 "e" 49
"1012" 8491 "j" 49
"1013" 4599 "f" 52
"1014" 764 "f" 50
"1015" 9077 "h" 52
"1016" 3607 "e" 51
"1017" 8047 "a" 45
"1018" 7877 "b" 45
"1019" 2664 "c" 50
"1020" 1191 "b" 44
"1021" 2388 "g" 52
"1022" 52 "g" 50
"1023" 7359 "h" 51
"1024" 1568 "b" 44
"1025" 7568 "e" 50
"1026" 1497 "d" 50
"1027" 6857 "g" 53
"1028" 4657 "d" 50
"1029" 2447 "a" 45
"1030" 3079 "e" 52
"1031" 9599 "h" 53
"1032" 9345 "i" 49
"1033" 9536 "a" 46
"1034" 9784 "a" 44
"1035" 8678 "b" 44
"1036" 9804 "e" 51
"1037" 1760 "b" 43
"1038" 3202 "b" 45
"1039" 4598 "e" 49
"1040" 7913 "g" 51
"1041" 9689 "e" 53
"1042" 2065 "e" 49
"1043" 1461 "h" 52
"1044" 5503 "c" 49
"1045" 4493 "d" 49
"1046" 1685 "d" 50
"1047" 3651 "b" 45
"1048" 5215 "b" 46
"1049" 2766 "f" 51
"1050" 4306 "e" 49
"1051" 8408 "h" 54
"1052" 413 "j" 52
"1053" 4786 "e" 50
"1054" 3961 "j" 50
"1055" 8109 "d" 49
"1056" 7881 "j" 48
"1057" 8958 "b" 45
"1058" 6727 "g" 53
"1059" 3604 "f" 51
"1060" 4980 "b" 45
"1061" 717 "e" 50
"1062" 1043 "d" 50
"1063" 8270 "f" 51
"1064" 7855 "b" 44
"1065" 1459 "c" 48
"1066" 9202 "d" 50
"1067" 8307 "a" 46
"1068" 2910 "h" 52
"1069" 1437 "e" 47
"1070" 8482 "d" 50
"1071" 4129 "a" 46
"1072" 1972 "b" 46
"1073" 9669 "a" 46
"1074" 5528 "c" 49
"1075" 3593 "i" 48
"1076" 8033 "b" 45
